sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8	assembly	fasta_file
single-cells-mmp-09-30	single-cells-mmp-09-30	single-cell # 30 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 30 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-30-UA315209_S30_L001_R1_001.fastq.gz	Mmp-30-UA315209_S30_L001_R2_001.fastq.gz	Mmp-30-UA315209_S30_L002_R1_001.fastq.gz	Mmp-30-UA315209_S30_L002_R2_001.fastq.gz	Mmp-30-UA315209_S30_L003_R1_001.fastq.gz	Mmp-30-UA315209_S30_L003_R2_001.fastq.gz	Mmp-30-UA315209_S30_L004_R1_001.fastq.gz	Mmp-30-UA315209_S30_L004_R2_001.fastq.gz		
single-cells-mmp-09-31	single-cells-mmp-09-31	single-cell # 31 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 31 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-31-UA315209_S31_L001_R1_001.fastq.gz	Mmp-31-UA315209_S31_L001_R2_001.fastq.gz	Mmp-31-UA315209_S31_L002_R1_001.fastq.gz	Mmp-31-UA315209_S31_L002_R2_001.fastq.gz	Mmp-31-UA315209_S31_L003_R1_001.fastq.gz	Mmp-31-UA315209_S31_L003_R2_001.fastq.gz	Mmp-31-UA315209_S31_L004_R1_001.fastq.gz	Mmp-31-UA315209_S31_L004_R2_001.fastq.gz		
single-cells-mmp-09-32	single-cells-mmp-09-32	single-cell # 32 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 32 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-32-UA315209_S32_L001_R1_001.fastq.gz	Mmp-32-UA315209_S32_L001_R2_001.fastq.gz	Mmp-32-UA315209_S32_L002_R1_001.fastq.gz	Mmp-32-UA315209_S32_L002_R2_001.fastq.gz	Mmp-32-UA315209_S32_L003_R1_001.fastq.gz	Mmp-32-UA315209_S32_L003_R2_001.fastq.gz	Mmp-32-UA315209_S32_L004_R1_001.fastq.gz	Mmp-32-UA315209_S32_L004_R2_001.fastq.gz		
single-cells-mmp-09-33	single-cells-mmp-09-33	single-cell # 33 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 33 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-33-UA315209_S33_L001_R1_001.fastq.gz	Mmp-33-UA315209_S33_L001_R2_001.fastq.gz	Mmp-33-UA315209_S33_L002_R1_001.fastq.gz	Mmp-33-UA315209_S33_L002_R2_001.fastq.gz	Mmp-33-UA315209_S33_L003_R1_001.fastq.gz	Mmp-33-UA315209_S33_L003_R2_001.fastq.gz	Mmp-33-UA315209_S33_L004_R1_001.fastq.gz	Mmp-33-UA315209_S33_L004_R2_001.fastq.gz		
single-cells-mmp-09-34	single-cells-mmp-09-34	single-cell # 34 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 34 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-34-UA315209_S34_L001_R1_001.fastq.gz	Mmp-34-UA315209_S34_L001_R2_001.fastq.gz	Mmp-34-UA315209_S34_L002_R1_001.fastq.gz	Mmp-34-UA315209_S34_L002_R2_001.fastq.gz	Mmp-34-UA315209_S34_L003_R1_001.fastq.gz	Mmp-34-UA315209_S34_L003_R2_001.fastq.gz	Mmp-34-UA315209_S34_L004_R1_001.fastq.gz	Mmp-34-UA315209_S34_L004_R2_001.fastq.gz		
single-cells-mmp-09-37	single-cells-mmp-09-37	single-cell # 37 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 37 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-37-UA315209_S37_L001_R1_001.fastq.gz	Mmp-37-UA315209_S37_L001_R2_001.fastq.gz	Mmp-37-UA315209_S37_L002_R1_001.fastq.gz	Mmp-37-UA315209_S37_L002_R2_001.fastq.gz	Mmp-37-UA315209_S37_L003_R1_001.fastq.gz	Mmp-37-UA315209_S37_L003_R2_001.fastq.gz	Mmp-37-UA315209_S37_L004_R1_001.fastq.gz	Mmp-37-UA315209_S37_L004_R2_001.fastq.gz		
single-cells-mmp-09-38	single-cells-mmp-09-38	single-cell # 38 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 38 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-38-UA315209_S38_L001_R1_001.fastq.gz	Mmp-38-UA315209_S38_L001_R2_001.fastq.gz	Mmp-38-UA315209_S38_L002_R1_001.fastq.gz	Mmp-38-UA315209_S38_L002_R2_001.fastq.gz	Mmp-38-UA315209_S38_L003_R1_001.fastq.gz	Mmp-38-UA315209_S38_L003_R2_001.fastq.gz	Mmp-38-UA315209_S38_L004_R1_001.fastq.gz	Mmp-38-UA315209_S38_L004_R2_001.fastq.gz		
single-cells-mmp-09-39	single-cells-mmp-09-39	single-cell # 39 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 39 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-39-UA315209_S39_L001_R1_001.fastq.gz	Mmp-39-UA315209_S39_L001_R2_001.fastq.gz	Mmp-39-UA315209_S39_L002_R1_001.fastq.gz	Mmp-39-UA315209_S39_L002_R2_001.fastq.gz	Mmp-39-UA315209_S39_L003_R1_001.fastq.gz	Mmp-39-UA315209_S39_L003_R2_001.fastq.gz	Mmp-39-UA315209_S39_L004_R1_001.fastq.gz	Mmp-39-UA315209_S39_L004_R2_001.fastq.gz		
single-cells-mmp-09-4	single-cells-mmp-09-4	single-cell # 4 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 4 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-4-UA315209_S4_L001_R1_001.fastq.gz	Mmp-4-UA315209_S4_L001_R2_001.fastq.gz	Mmp-4-UA315209_S4_L002_R1_001.fastq.gz	Mmp-4-UA315209_S4_L002_R2_001.fastq.gz	Mmp-4-UA315209_S4_L003_R1_001.fastq.gz	Mmp-4-UA315209_S4_L003_R2_001.fastq.gz	Mmp-4-UA315209_S4_L004_R1_001.fastq.gz	Mmp-4-UA315209_S4_L004_R2_001.fastq.gz		
single-cells-mmp-09-40	single-cells-mmp-09-40	single-cell # 40 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 40 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-40-UA315209_S40_L001_R1_001.fastq.gz	Mmp-40-UA315209_S40_L001_R2_001.fastq.gz	Mmp-40-UA315209_S40_L002_R1_001.fastq.gz	Mmp-40-UA315209_S40_L002_R2_001.fastq.gz	Mmp-40-UA315209_S40_L003_R1_001.fastq.gz	Mmp-40-UA315209_S40_L003_R2_001.fastq.gz	Mmp-40-UA315209_S40_L004_R1_001.fastq.gz	Mmp-40-UA315209_S40_L004_R2_001.fastq.gz		
single-cells-mmp-09-41	single-cells-mmp-09-41	single-cell # 41 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 41 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-41-UA315209_S41_L001_R1_001.fastq.gz	Mmp-41-UA315209_S41_L001_R2_001.fastq.gz	Mmp-41-UA315209_S41_L002_R1_001.fastq.gz	Mmp-41-UA315209_S41_L002_R2_001.fastq.gz	Mmp-41-UA315209_S41_L003_R1_001.fastq.gz	Mmp-41-UA315209_S41_L003_R2_001.fastq.gz	Mmp-41-UA315209_S41_L004_R1_001.fastq.gz	Mmp-41-UA315209_S41_L004_R2_001.fastq.gz		
single-cells-mmp-09-42	single-cells-mmp-09-42	single-cell # 42 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 42 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-42-UA315209_S42_L001_R1_001.fastq.gz	Mmp-42-UA315209_S42_L001_R2_001.fastq.gz	Mmp-42-UA315209_S42_L002_R1_001.fastq.gz	Mmp-42-UA315209_S42_L002_R2_001.fastq.gz	Mmp-42-UA315209_S42_L003_R1_001.fastq.gz	Mmp-42-UA315209_S42_L003_R2_001.fastq.gz	Mmp-42-UA315209_S42_L004_R1_001.fastq.gz	Mmp-42-UA315209_S42_L004_R2_001.fastq.gz		
single-cells-mmp-09-43	single-cells-mmp-09-43	single-cell # 43 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 43 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-43-UA315209_S43_L001_R1_001.fastq.gz	Mmp-43-UA315209_S43_L001_R2_001.fastq.gz	Mmp-43-UA315209_S43_L002_R1_001.fastq.gz	Mmp-43-UA315209_S43_L002_R2_001.fastq.gz	Mmp-43-UA315209_S43_L003_R1_001.fastq.gz	Mmp-43-UA315209_S43_L003_R2_001.fastq.gz	Mmp-43-UA315209_S43_L004_R1_001.fastq.gz	Mmp-43-UA315209_S43_L004_R2_001.fastq.gz		
single-cells-mmp-09-44	single-cells-mmp-09-44	single-cell # 44 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 44 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-44-UA315209_S44_L001_R1_001.fastq.gz	Mmp-44-UA315209_S44_L001_R2_001.fastq.gz	Mmp-44-UA315209_S44_L002_R1_001.fastq.gz	Mmp-44-UA315209_S44_L002_R2_001.fastq.gz	Mmp-44-UA315209_S44_L003_R1_001.fastq.gz	Mmp-44-UA315209_S44_L003_R2_001.fastq.gz	Mmp-44-UA315209_S44_L004_R1_001.fastq.gz	Mmp-44-UA315209_S44_L004_R2_001.fastq.gz		
single-cells-mmp-09-45	single-cells-mmp-09-45	single-cell # 45 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 45 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-45-UA315209_S45_L001_R1_001.fastq.gz	Mmp-45-UA315209_S45_L001_R2_001.fastq.gz	Mmp-45-UA315209_S45_L002_R1_001.fastq.gz	Mmp-45-UA315209_S45_L002_R2_001.fastq.gz	Mmp-45-UA315209_S45_L003_R1_001.fastq.gz	Mmp-45-UA315209_S45_L003_R2_001.fastq.gz	Mmp-45-UA315209_S45_L004_R1_001.fastq.gz	Mmp-45-UA315209_S45_L004_R2_001.fastq.gz		
single-cells-mmp-09-46	single-cells-mmp-09-46	single-cell # 46 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 46 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-46-UA315209_S46_L001_R1_001.fastq.gz	Mmp-46-UA315209_S46_L001_R2_001.fastq.gz	Mmp-46-UA315209_S46_L002_R1_001.fastq.gz	Mmp-46-UA315209_S46_L002_R2_001.fastq.gz	Mmp-46-UA315209_S46_L003_R1_001.fastq.gz	Mmp-46-UA315209_S46_L003_R2_001.fastq.gz	Mmp-46-UA315209_S46_L004_R1_001.fastq.gz	Mmp-46-UA315209_S46_L004_R2_001.fastq.gz		
single-cells-mmp-09-49	single-cells-mmp-09-49	single-cell # 49 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 49 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-49-UA315209_S49_L001_R1_001.fastq.gz	Mmp-49-UA315209_S49_L001_R2_001.fastq.gz	Mmp-49-UA315209_S49_L002_R1_001.fastq.gz	Mmp-49-UA315209_S49_L002_R2_001.fastq.gz	Mmp-49-UA315209_S49_L003_R1_001.fastq.gz	Mmp-49-UA315209_S49_L003_R2_001.fastq.gz	Mmp-49-UA315209_S49_L004_R1_001.fastq.gz	Mmp-49-UA315209_S49_L004_R2_001.fastq.gz		
single-cells-mmp-09-5	single-cells-mmp-09-5	single-cell # 5 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 5 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-5-UA315209_S5_L001_R1_001.fastq.gz	Mmp-5-UA315209_S5_L001_R2_001.fastq.gz	Mmp-5-UA315209_S5_L002_R1_001.fastq.gz	Mmp-5-UA315209_S5_L002_R2_001.fastq.gz	Mmp-5-UA315209_S5_L003_R1_001.fastq.gz	Mmp-5-UA315209_S5_L003_R2_001.fastq.gz	Mmp-5-UA315209_S5_L004_R1_001.fastq.gz	Mmp-5-UA315209_S5_L004_R2_001.fastq.gz		
single-cells-mmp-09-50	single-cells-mmp-09-50	single-cell # 50 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 50 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-50-UA315209_S50_L001_R1_001.fastq.gz	Mmp-50-UA315209_S50_L001_R2_001.fastq.gz	Mmp-50-UA315209_S50_L002_R1_001.fastq.gz	Mmp-50-UA315209_S50_L002_R2_001.fastq.gz	Mmp-50-UA315209_S50_L003_R1_001.fastq.gz	Mmp-50-UA315209_S50_L003_R2_001.fastq.gz	Mmp-50-UA315209_S50_L004_R1_001.fastq.gz	Mmp-50-UA315209_S50_L004_R2_001.fastq.gz		
single-cells-mmp-09-51	single-cells-mmp-09-51	single-cell # 51 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 51 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-51-UA315209_S51_L001_R1_001.fastq.gz	Mmp-51-UA315209_S51_L001_R2_001.fastq.gz	Mmp-51-UA315209_S51_L002_R1_001.fastq.gz	Mmp-51-UA315209_S51_L002_R2_001.fastq.gz	Mmp-51-UA315209_S51_L003_R1_001.fastq.gz	Mmp-51-UA315209_S51_L003_R2_001.fastq.gz	Mmp-51-UA315209_S51_L004_R1_001.fastq.gz	Mmp-51-UA315209_S51_L004_R2_001.fastq.gz		
single-cells-mmp-09-52	single-cells-mmp-09-52	single-cell # 52 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 52 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-52-UA315209_S52_L001_R1_001.fastq.gz	Mmp-52-UA315209_S52_L001_R2_001.fastq.gz	Mmp-52-UA315209_S52_L002_R1_001.fastq.gz	Mmp-52-UA315209_S52_L002_R2_001.fastq.gz	Mmp-52-UA315209_S52_L003_R1_001.fastq.gz	Mmp-52-UA315209_S52_L003_R2_001.fastq.gz	Mmp-52-UA315209_S52_L004_R1_001.fastq.gz	Mmp-52-UA315209_S52_L004_R2_001.fastq.gz		
single-cells-mmp-09-53	single-cells-mmp-09-53	single-cell # 53 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 53 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-53-UA315209_S53_L001_R1_001.fastq.gz	Mmp-53-UA315209_S53_L001_R2_001.fastq.gz	Mmp-53-UA315209_S53_L002_R1_001.fastq.gz	Mmp-53-UA315209_S53_L002_R2_001.fastq.gz	Mmp-53-UA315209_S53_L003_R1_001.fastq.gz	Mmp-53-UA315209_S53_L003_R2_001.fastq.gz	Mmp-53-UA315209_S53_L004_R1_001.fastq.gz	Mmp-53-UA315209_S53_L004_R2_001.fastq.gz		
single-cells-mmp-09-54	single-cells-mmp-09-54	single-cell # 54 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 54 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-54-UA315209_S54_L001_R1_001.fastq.gz	Mmp-54-UA315209_S54_L001_R2_001.fastq.gz	Mmp-54-UA315209_S54_L002_R1_001.fastq.gz	Mmp-54-UA315209_S54_L002_R2_001.fastq.gz	Mmp-54-UA315209_S54_L003_R1_001.fastq.gz	Mmp-54-UA315209_S54_L003_R2_001.fastq.gz	Mmp-54-UA315209_S54_L004_R1_001.fastq.gz	Mmp-54-UA315209_S54_L004_R2_001.fastq.gz		
single-cells-mmp-09-55	single-cells-mmp-09-55	single-cell # 55 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 55 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-55-UA315209_S55_L001_R1_001.fastq.gz	Mmp-55-UA315209_S55_L001_R2_001.fastq.gz	Mmp-55-UA315209_S55_L002_R1_001.fastq.gz	Mmp-55-UA315209_S55_L002_R2_001.fastq.gz	Mmp-55-UA315209_S55_L003_R1_001.fastq.gz	Mmp-55-UA315209_S55_L003_R2_001.fastq.gz	Mmp-55-UA315209_S55_L004_R1_001.fastq.gz	Mmp-55-UA315209_S55_L004_R2_001.fastq.gz		
single-cells-mmp-09-56	single-cells-mmp-09-56	single-cell # 56 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 56 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-56-UA315209_S56_L001_R1_001.fastq.gz	Mmp-56-UA315209_S56_L001_R2_001.fastq.gz	Mmp-56-UA315209_S56_L002_R1_001.fastq.gz	Mmp-56-UA315209_S56_L002_R2_001.fastq.gz	Mmp-56-UA315209_S56_L003_R1_001.fastq.gz	Mmp-56-UA315209_S56_L003_R2_001.fastq.gz	Mmp-56-UA315209_S56_L004_R1_001.fastq.gz	Mmp-56-UA315209_S56_L004_R2_001.fastq.gz		
single-cells-mmp-09-57	single-cells-mmp-09-57	single-cell # 57 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 57 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-57-UA315209_S57_L001_R1_001.fastq.gz	Mmp-57-UA315209_S57_L001_R2_001.fastq.gz	Mmp-57-UA315209_S57_L002_R1_001.fastq.gz	Mmp-57-UA315209_S57_L002_R2_001.fastq.gz	Mmp-57-UA315209_S57_L003_R1_001.fastq.gz	Mmp-57-UA315209_S57_L003_R2_001.fastq.gz	Mmp-57-UA315209_S57_L004_R1_001.fastq.gz	Mmp-57-UA315209_S57_L004_R2_001.fastq.gz		
single-cells-mmp-09-58	single-cells-mmp-09-58	single-cell # 58 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 58 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-58-UA315209_S58_L001_R1_001.fastq.gz	Mmp-58-UA315209_S58_L001_R2_001.fastq.gz	Mmp-58-UA315209_S58_L002_R1_001.fastq.gz	Mmp-58-UA315209_S58_L002_R2_001.fastq.gz	Mmp-58-UA315209_S58_L003_R1_001.fastq.gz	Mmp-58-UA315209_S58_L003_R2_001.fastq.gz	Mmp-58-UA315209_S58_L004_R1_001.fastq.gz	Mmp-58-UA315209_S58_L004_R2_001.fastq.gz		
single-cells-mmp-09-6	single-cells-mmp-09-6	single-cell # 6 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 6 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-6-UA315209_S6_L001_R1_001.fastq.gz	Mmp-6-UA315209_S6_L001_R2_001.fastq.gz	Mmp-6-UA315209_S6_L002_R1_001.fastq.gz	Mmp-6-UA315209_S6_L002_R2_001.fastq.gz	Mmp-6-UA315209_S6_L003_R1_001.fastq.gz	Mmp-6-UA315209_S6_L003_R2_001.fastq.gz	Mmp-6-UA315209_S6_L004_R1_001.fastq.gz	Mmp-6-UA315209_S6_L004_R2_001.fastq.gz		
single-cells-mmp-09-61	single-cells-mmp-09-61	single-cell # 61 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 61 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-61-UA315209_S61_L001_R1_001.fastq.gz	Mmp-61-UA315209_S61_L001_R2_001.fastq.gz	Mmp-61-UA315209_S61_L002_R1_001.fastq.gz	Mmp-61-UA315209_S61_L002_R2_001.fastq.gz	Mmp-61-UA315209_S61_L003_R1_001.fastq.gz	Mmp-61-UA315209_S61_L003_R2_001.fastq.gz	Mmp-61-UA315209_S61_L004_R1_001.fastq.gz	Mmp-61-UA315209_S61_L004_R2_001.fastq.gz		
single-cells-mmp-09-62	single-cells-mmp-09-62	single-cell # 62 of Methanococcus EPD 09 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 62 of Methanococcus maripaludis from EPD 09 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-62-UA315209_S62_L001_R1_001.fastq.gz	Mmp-62-UA315209_S62_L001_R2_001.fastq.gz	Mmp-62-UA315209_S62_L002_R1_001.fastq.gz	Mmp-62-UA315209_S62_L002_R2_001.fastq.gz	Mmp-62-UA315209_S62_L003_R1_001.fastq.gz	Mmp-62-UA315209_S62_L003_R2_001.fastq.gz	Mmp-62-UA315209_S62_L004_R1_001.fastq.gz	Mmp-62-UA315209_S62_L004_R2_001.fastq.gz		
